CCCC,Location,Country Name
KNEL,Lakehurst Naes/Maxfield Field, NJ,United States of America
KNES,Washington VAAC,United States of America
KNEW,New Orleans/New Orleans, LA,United States of America
KNFG,Oceanside/Camp pendelton Mcas, CA,United States of America
KNFL,Fallon Nas (Van Voorhis Field), NV,United States of America
KNFW,Naval Air Station Joint Reserve Base Fort Worth – Fort Worth, TX,United States of America
KNGB,--,United States of America
KNGP,Corpus Christi/Corpus Christi Nas (Truax Field), TX,United States of America
KNGU,Norfolk/Norfolk NS (Chambers Field), VA,United States of America
KNHC,Miami, FL (National Hurricane Center),United States of America
KNHK,Patuxent River Nas (Trapnell Field), MD US,United States of America
KNHO,--,United States of America
KNHX,--,United States of America
KNHZ,Brunswick/Brunswick Nas, ME,United States of America
KNID,Naval Air Weapons Station China Lake – Ridgecrest, CA,United States of America
KNIK,--,United States of America
KNIP,Naval Air Station Jacksonville – Jacksonville, FL,United States of America
KNIR,--,United States of America
KNJK,El Centro NAF, CA,United States of America
KNKA,--,United States of America
KNKT,Cherry Point Mcas/Cunningham Field, NC,United States of America
KNKX,San Diego/Miramar Mcas (Mitscher Field), CA US,United States of America
KNLC,Naval Air Station Lemoore – Lemoore, CA,United States of America
KNMA,Miami, Coast Guard, FL,United States of America
KNMC,--,United States of America
KNMF,Boston, Coast Guard, MA,United States of America
KNMH,Coast Guard Station, Washington, DC,United States of America
KNMM,Meridian Nas (mMcCain Field), MS,United States of America
KNMN,--,United States of America
KNMO,--,United States of America
KNMW,--,United States of America
KNOJ,--,United States of America
KNPA,Pensacola Nas (Forrest Sherman Field), FL,United States of America
KNQI,Kingsville/Kingsville Nas, TX,United States of America
KNQX,Key West/Key West Nas (Boca Chica Field), FL,United States of America
KNRB,Naval Station Mayport – Jacksonville, FL,United States of America
KNSB,--,United States of America
KNSE,--,United States of America
KNSI,Naval Outlying Field San Nicolas Island – San Nicolas Island, CA,United States of America
KNTA,--,United States of America
KNTC,--,United States of America
KNTD,Naval Air Station Point Mugu – Oxnard, CA,United States of America
KNTU,Virginia Beach/Oceana Nas-Apollo Soucek Field, VA,United States of America
KNUW,Naval Air Station Whidbey Island – Oak Harbor, WA,United States of America
KNWC,Monterey-FNWC,United States of America
KNXX,Willow Grove Nas Jrb, PA,United States of America
KNYC,--,United States of America
KNYG,Marine Corps Air Facility Quantico – Quantico, VA,United States of America
KNZC,--,United States of America
KNZW,--,United States of America
KNZY,San Diego/North Island Nas-Halsey Field, CA,United States of America
KOAK,Oakland International Airport – Oakland, CA,United States of America
KOAX,--,United States of America
KODX,Evelyn Sharp Field Airport – Ord, NE,United States of America
KOFF,Offutt Air Force Base – Omaha, NE,United States of America
KOFK,Stefan Memorial Airport – Norfolk, NE,United States of America
KOGB,Orangeburg Municipal Airport – Orangeburg, SC,United States of America
KOHX,--,United States of America
KOKC,Oklahoma City/Will Roger World, OK,United States of America
KOKX,--,United States of America
KOLM,Olympia, WA,United States of America
KOMA,Omaha/Eppley Air Field, NE,United States of America
KONT,Ontario/Intl., CA,United States of America
KORD,Chicago/O'hare, IL,United States of America
KORF,Norfolk/Intl, VA,United States of America
KORH,Worcester/Muni, MA,United States of America
KORN,--,United States of America
KOTH,North Bend Muni, OR,United States of America
KOTM,Ottumwa/Industrial, IA,United States of America
KOTX,--,United States of America
KOUN,University of Oklahoma Westheimer Airport – Norman, OK,United States of America
KOZR,Fort Rucker/Ozark-Cairns AAF, AL,United States of America
KP07,--,United States of America
KP28,--,United States of America
KP35,--,United States of America
KP38,--,United States of America
KP60,--,United States of America
KP69,--,United States of America
KP88,--,United States of America
KPAE,Everett/Snohomish County (Paine Field), WA,United States of America
KPAH,Paduca/Barkley Regional, KY,United States of America
KPAL,--,United States of America
KPAM,Tyndall AFB – Panama City, FL,United States of America
KPBF,Grider Field – Pine Bluff, AR,United States of America
KPBG,Plattsburg Intl Arpt, NY,United States of America
KPBI,West Palm Beach/Palm Beach, FL,United States of America
KPBP,--,United States of America
KPBX,Pike County Airport (Hatcher Field) – Pikeville, KY,United States of America
KPBZ,Pike County Airport (Hatcher Field) – Pikeville, KY,United States of America
KPDT,Eastern Oregon Regional Airport – Pendleton, OR,United States of America
KPDX,Portland/Intl., OR,United States of America
KPGA,Page Municipal Airport – Page, AZ,United States of America
KPHA,--,United States of America
KPHI,--,United States of America
KPHL,Philadelphia/Intl., PA,United States of America
KPHX,Phoenix Sky Harbor International, AZ,United States of America
KPIA,Peoria/Greater Preoria Regional, IL,United States of America
KPIB,Hattiesburg/Laurel, MS,United States of America
KPIH,Pocatello/Regional, ID,United States of America
KPIR,Pierre/Muni, SD,United States of America
KPIT,Pittsburgh/Greater Pittsburgh, PA,United States of America
KPKB,Parkeresburg/Wood County-Gil Robb Wilson Arpt, WV,United States of America
KPMD,Palmdale/Air Force Plant No. 42, CA,United States of America
KPML,--,United States of America
KPNC,Ponca City Regional Airport - Ponca City, OK,United States of America
KPNS,Pensacola/Regional, FL,United States of America
KPOE,Fort Polk AAF, LA,United States of America
KPOM,--,United States of America
KPOU,Poughkeepsie/Dutchess County, NY,United States of America
KPPG,--,United States of America
KPQR,--,United States of America
KPRB,Paso Robles/Muni, CA,United States of America
KPRC,Prescott/Ernest A, Love Field, AZ,United States of America
KPSB,Mid-State Airport – Philipsburg, PA,United States of America
KPSC,Tri-Cities Airport – Pasco, WA,United States of America
KPSM,Portsmouth/Pease Intl Tradeport, NH,United States of America
KPSP,Palm Springs/Regional, CA,United States of America
KPSR,--,United States of America
KPSX,--,United States of America
KPTR,--,United States of America
KPUB,Pueblo Memorial, CO,United States of America
KPUC,Carbon County Airport – Price, UT,United States of America
KPUM,--,United States of America
KPVD,Providence/Theodore Francis Greene State, RI,United States of America
KPWM,Portland/Intl., Jetport, ME,United States of America
KQNT,NAS Keflavik, Iceland,United States of America
KRAH,--,United States of America
KRAK,--,United States of America
KRAP,Rapid City/Regional, SD,United States of America
KRBL,Red Bluff/Muni, CA,United States of America
KRDD,Redding/Muni, CA,United States of America
KRDM,Redmond/Roberts Field, OR,United States of America
KRDU,Raleigh-Durham International, NC,United States of America
KREE,Janesville, Southern Wisconsin Rgnl, WI,United States of America
KREO,Rome State Airport – Rome, OR,United States of America
KREV,--,United States of America
KRFD,Rockford/Greater Rockford, IL,United States of America
KRHA,--,United States of America
KRHI,Rhinelander/Oneida County, WI,United States of America
KRIC,Richmond/Intl (Byrd Field), VA,United States of America
KRIV,Riverside/March AFB, Ca,United States of America
KRIW,Riverton Regional Airport – Riverton, WY,United States of America
KRKS,Rocksprings/Swetwater County, WY,United States of America
KRLA,Los Angeles (Pacific Regional Office Message Center, CA,United States of America
KRLX,--,United States of America
KRME,Rome, Grifiss Airfield Arpt, NY,United States of America
KRMG,Rome/Richard B Russell, GA,United States of America
KRNK,--,United States of America
KRNO,Reno/Tahoe Internaitonal, NV,United States of America
KROA,Roanoke/Regional Woodrum Field, VA,United States of America
KROC,Rochester/Greater Rochester Intl, NY,United States of America
KROW,Roswell/Industrial Air Center, NM,United States of America
KRSA,--,United States of America
KRSL,Russell Municipal Airport – Russell, KS,United States of America
KRST,Rochester/Muni, MN,United States of America
KRWA,Washington (FAA Washington Office Message Center), DC,United States of America
KRWF,--,United States of America
KRWL,Rawlins Municipal Airport – Rawlins, WY,United States of America
KRYY,Cobb County McCollum Field – Kennesaw, GA,United States of America
KSAC,Sacramento/Executive, CA,United States of America
KSAF,Santa Fe Municipal Airport – Santa Fe, NM,United States of America
KSAN,San Diego/Intl-Lindbergh Field, CA,United States of America
KSAT,San Antonio/Intl., TX,United States of America
KSAV,Savannah/Savannah Municipal, GA,United States of America
KSAW,Marquette, MI, Sawyer Intl Arpt,United States of America
KSBA,Santa Barbara/Muni, CA,United States of America
KSBD,San Bernardino, CA, San Bernardino Intl Arpt,United States of America
KSBN,South Bend/Michiana Rgnal, IN,United States of America
KSBP,San Lui Obispo/County Mc Chesney Field, CA,United States of America
KSBT,--,United States of America
KSBY,Salisbury/Wicomico County Regional, MD,United States of America
KSCK,Stockton Metropolitan, CA,United States of America
KSCR,Siler City Municipal Airport -[1] Siler City, NC,United States of America
KSCS,--,United States of America
KSDF,Louisville/Standiford, KY,United States of America
KSEA,Seattle/Seattle-Tacoma Intl., WA,United States of America
KSEP,Stephenville Clark Regional Airport – Stephenville, TX,United States of America
KSEW,--,United States of America
KSFC,--,United States of America
KSFM,Sanford Regional Airport – Sanford, ME,United States of America
KSFO,San Francisco/Intl., CA,United States of America
KSGF,Springfield/Regional, MO,United States of America
KSGX,--,United States of America
KSHR,Sheridan/County, WY,United States of America
KSHV,Shrevport/Regional, LA,United States of America
KSIL,--,United States of America
KSJC,San Jose Norman Y Mineta International, CA,United States of America
KSJT,San Angelo/MathiasField, TX,United States of America
KSJU,--,United States of America
KSKA,Spokane/Fairchild AFB, WA,United States of America
KSLC,Salt Lake City International, UT,United States of America
KSLE,Salem/McNary Field, OR,United States of America
KSLN,Salina/Muni, KS,United States of America
KSMP,--,United States of America
KSMX,Santa Maria/Publiv, CA,United States of America
KSNA,Santa Ana/John Wayne Arpt Orange County, CA,United States of America
KSNS,Salinas/Muni, CA,United States of America
KSNY,Sidney Municipal Airport – Sidney, NE,United States of America
KSPC,--,United States of America
KSPD,Springfield Municipal Airport – Springfield, CO,United States of America
KSPI,Springfield/Capital, IL,United States of America
KSPS,Wichita Falls/Sheppard AFB Falls,United States of America
KSRQ,Sarasota/Bradenton, FL,United States of America
KSSC,Sumter/Shaw AFB, SC,United States of America
KSSI,Brunswick/Malcom-McKinnon, MO,United States of America
KSSM,--,United States of America
KSTA,--,United States of America
KSTB,--,United States of America
KSTC,St. Cloud/Muni, MN,United States of America
KSTD,--,United States of America
KSTJ,St. Joseph/Rosecrans Memorial, MO,United States of America
KSTL,St. Louis/Lambert - St. Louis, MO,United States of America
KSTO,--,United States of America
KSTR,--,United States of America
KSTS,Sonoma County Airport – Santa Rosa, CA,United States of America
KSUN,Friedman Memorial Airport – Hailey, ID,United States of America
KSUU,Faifield/Travis FB, CA,United States of America
KSUX,Sioux City/Gateway, IA,United States of America
KSWF,Newburgh/Stewart Intl, NY,United States of America
KSXT,Grants Pass - Grants Pass, OR,United States of America
KSYR,Syracuse/Hancock Intl., NY,United States of America
KSZL,Knob Noster MO/Whiteman AFB,United States of America
KTAD,Perry Stokes Airport – Trinidad, CO,United States of America
KTAE,--,United States of America
KTAM,--,United States of America
KTAR,--,United States of America
KTBW,--,United States of America
KTCC,Tucumcari/Muni, NM,United States of America
KTCG,--,United States of America
KTCL,Tuscaloosa/Muni, AL,United States of America
KTCM,Tacoma/McChord AFB, WA,United States of America
KTCS,Truth or Consequences/Municipal, NM,United States of America
KTEB,Teterboro, NJ,United States of America
KTFX,--,United States of America
KTIR,--,United States of America
KTLH,Tallahassee Regional Airport – Tallahassee, FL,United States of America
KTOL,Toledo/Express, OH,United States of America
KTOP,Billard Municipal Airport – Topeka, KS,United States of America
KTPA,Tampa/Intl., FL,United States of America
KTPH,Tonopah Airport – Tonopah, NV,United States of America
KTRI,Bristol-Kingsport-Johnson City/Tri City Rgnl, TN,United States of America
KTRK,Truckee-Tahoe Airport – Truckee, CA,United States of America
KTRM,Desert Resorts Regional Airport – Palm Springs, CA,United States of America
KTSA,--,United States of America
KTTD,Troutdale Airport – Portland, OR,United States of America
KTTS,--,United States of America
KTUA,--,United States of America
KTUL,Tulsa/Intl, OK,United States of America
KTUP,Tupelo/Muni-C D Lemons, MS,United States of America
KTUR,--,United States of America
KTUS,Tucson Intl, AZ,United States of America
KTVC,Treverse City/Cherry Capital, MI,United States of America
KTVL,South Lake Tahoe/Lake Tahoe, CA,United States of America
KTWC,--,United States of America
KTWF,Twin Falls/Sun Valley Rgnl Joslin Fld, ID,United States of America
KTXK,Texakana/Rgnl-Webb Fld, TX,United States of America
KTYR,Tyler/Pounds Fld, TX,United States of America
KTYS,Knoxville/McGee Tyson, TN,United States of America
KU15,--,United States of America
KU28,--,United States of America
KUCA,Utica/Oneida County, NY,United States of America
KUCC,--,United States of America
KUIL,Quillayute Airport – Quillayute, WA,United States of America
KUIN,Quincy/Muni Baldwin Fld, IL,United States of America
KUKI,Ukiah/Muni, CA,United States of America
KUMN,--,United States of America
KUNR,--,United States of America
KUNV,University Park Airport – University Park, PA,United States of America
KVBG,Lompoc/Vandenburg AFB, CA,United States of America
KVCT,Victoria/Rgnl, TX,United States of America
KVCV,Southern California Logistics Airport – Victorville, CA,United States of America
KVEF,--,United States of America
KVHW,--,United States of America
KVLD,Valdost/Rgnl, GA,United States of America
KVNY,Van Nuys Airport – Van Nuys, CA,United States of America
KVPS,Valparaiso/Eglin AFB, FL,United States of America
KVRB,Vero Beach Muni, FL,United States of America
KVTN,Miller Field – Valentine, NE,United States of America
KVUY,--,United States of America
KWAL,Wallops I./Wallops Station, VA,United States of America
KWAN,--,United States of America
KWBC,Washington (National Meteorological COM Centre), DC,United States of America
KWBD,--,United States of America
KWBE,--,United States of America
KWBG,--,United States of America
KWBH,--,United States of America
KWBI,--,United States of America
KWBK,--,United States of America
KWBM,--,United States of America
KWBN,--,United States of America
KWBQ,--,United States of America
KWBW,Wilkes-Barre Wyoming Valley Airport – Wilkes-Barre, PA,United States of America
KWBZ,--,United States of America
KWCZ,--,United States of America
KWMB,--,United States of America
KWMC,Winnemucca Municipal Airport – Winnemucca, NV,United States of America
KWMI,--,United States of America
KWNA,--,United States of America
KWNB,--,United States of America
KWNC,--,United States of America
KWNH,--,United States of America
KWNJ,--,United States of America
KWNM,--,United States of America
KWNO,--,United States of America
KWNP,--,United States of America
KWNS,--,United States of America
KWOH,--,United States of America
KWRH,--,United States of America
KWRI,Wrightstown/McGuire AFB, NJ,United States of America
KWSD,White Sands/Condron AAF, NM,United States of America
KWUM,--,United States of America
KXMR,Cocoa Beach/Cape Canaveral AFS Skid Strip, FL.,United States of America
KXXX,--,United States of America
KYKM,Yakima/Air Terminal, WA,United States of America
KYNG,Yongstown/Muni, OH,United States of America
KYUM,Yuma/Yuma Mcas. Yuma Intl., AZ,United States of America
KZAB,Albuquerque (ATRTCC), NM,United States of America
KZAN,--,United States of America
KZAU,Chicago (ARTCC), IL,United States of America
KZBW,Boston (ARTCC), Nashua, NH,United States of America
KZDC,Washington (ARTCC), DC,United States of America
KZDV,Denver (ARTCC), CO,United States of America
KZFW,Fort Worth (ARTCC), TX,United States of America
KZHN,--,United States of America
KZHU,Houston (ARTCC), TX,United States of America
KZID,Indianapolis (ARTCC), IN,United States of America
KZJX,Jacksonville (ARTCC), FL,United States of America
KZKC,Kansas City (ARTCC), KS,United States of America
KZLA,Los Angeles (ARTCC), Palmdale, CA,United States of America
KZLC,Salt Lake City (ARTCC), UT,United States of America
KZMA,Miami (ARTCC), FL,United States of America
KZME,Memphis (ARTCC), TN,United States of America
KZMP,Minneapolis (ARTCC), Farmington, MN,United States of America
KZNY,New York (ARTCC), Ronkonkoma, NW,United States of America
KZOA,Oakland (ARTCC), Fremont, CA,United States of America
KZOB,Cleveland (ARTCC), Oberlin, OH,United States of America
KZSE,Seattle (ARTCC), Auburn, WA,United States of America
KZTL,Atlanta (ARTCC), Hampton, GA,United States of America
KZUN,--,United States of America
KZZV,Zanesville, OH,United States of America
LATI,Tirana,Albania
LBSF,Sofia,Bulgaria
LBSM,Met Com Centre Sofia,Bulgaria
LCLK,Larnaca,Cyprus
LCNC,Nicosia (Civil) (Airport, ACC, APP, TWR, MET, COM, NOF, DCA),Cyprus
LCRA,Akrotiri (RAF),Cyprus
LCRO,Episkopi (NEAF, RAF, OPS),Cyprus
LDDU,Dubrovnik-Cilipi,Croatia
LDLO,Losini,Croatia
LDOC,Cepin,Croatia
LDOS,Osijek/Klisa,Croatia
LDPL,Pula,Croatia
LDRI,Rijeka-Omisalj,Croatia
LDSL,Maritime Meteorological Centre,Croatia
LDSP,Split/Kastel Stafilic,Croatia
LDWR,Former MIKE (Fixed Ship Station/Station sur navire à position fixe),Operated by Norway
LDZA,Zagreb/Pleso (ATC Centre),Croatia
LDZD,Zadar/Zemunik,Croatia
LDZG,Zagreb (Met. and Hydrological Service),Croatia
LDZM,Zagreb,Croatia
LEBL,Barcelona,Spain
LEGE,Gerona/ Costa Brava,Spain
LEIB,Ibiza,Spain
LEMD,Madrid/Barajas,Spain
LEMG,Málaga,Spain
LEMM,Madrid (Centro de Communicaciones de Meteorología),Spain
LEPA,Palma de Mallorca,Spain
LERT,Rota,Spain
LETO,Madrid/Torrejón,Spain
LEVC,Valencia,Spain
LEZG,Zaragoza,Spain
LEZL,Sevilla,Spain
LFAT,Le Touquet/Paris-Plage,France
LFBA,Agen/La Garenne,France
LFBC,Cazaux,France
LFBD,Bordeaux/Mérignac,France
LFBF,Toulouse/Francazal,France
LFBG,Cognac/Château Bernard,France
LFBI,Poitiers/Biard,France
LFBM,Mont de Marsan,France
LFBT,Tarbes/Ossum-Lourdes (Lourdes),France
LFBY,Dax/Seyresse,France
LFBZ,Biarritz/Bayonne-Anglet,France
LFKC,Calvi/Sainte Catherine, Corse,France
LFKS,Solenzara, Corse,France
LFLA,Auxerre/Moneteau,France
LFLB,Chambéry/Aix-les-Bains,France
LFLC,Clermont-Ferrand/Aulnat,France
LFLD,Bourges,France
LFLL,Lyon/Satolas,France
LFLN,Saint-Yan,France
LFLQ,Montélimar/Ancône,France
LFLS,Grenoble/St. Geoirs,France
LFLV,Vichy/Charmeil,France
LFLX,Châteauroux/Déols,France
LFMG,La Montagne-Noire,France
LFMH,Saint Etienne/Bouthéon,France
LFMI,Istres/Le Tubé,France
LFMK,Carcassone/Salvaza,France
LFML,Marseille/Marignane,France
LFMN,Nice/Côte-d'Azur (Niza),France
LFMO,Orange/Caritat,France
LFMT,Montpellier/Fréjorgues,France
LFOA,Avord,France
LFOB,Beauvais/Tillé,France
LFOE,Evreux/Fauville,France
LFOF,Alençon/Valframbert,France
LFOI,Abbeville,France
LFOJ,Orléans/Bricy,France
LFOP,Rouen/Boos,France
LFOR,Chartres/Champhol,France
LFOT,Tours/Saint Symphorien,France
LFOW,Saint Quentin/Roupy,France
LFPB,Paris/Le bourget,France
LFPC,Creil,France
LFPG,Paris/Charles-de-Gaulle,France
LFPM,Melun/Villaroche,France
LFPN,Toussus-le-Noble,France
LFPO,Paris/Orly,France
LFPT,Pontoise/Cormeilles-en-Vexin,France
LFPV,Villacoublay/Vélizy,France
LFPW,Toulouse (Centre Régional de Télécommunications),France
LFPY,Brétigny-sur-Orge,France
LFQG,Nevers/Fourchambault,France
LFQI,Cambrai/Epinoy,France
LFQR,Romilly-sur-Seine,France
LFRA,Angers/Avrillé,France
LFRB,Brest/Guipavas,France
LFRC,Cherbourg/Maupertus,France
LFRG,Deauville/Saint Gatien,France
LFRH,Lorient/Lann-Bihoué,France
LFRJ,Landivisiau,France
LFRK,Caen/Carpiquet,France
LFRM,Le Mans/Arnage,France
LFRN,Rennes/Saint Jacques,France
LFRQ,Quimper/Pluguffan,France
LFRS,Nantes/Château Bougon,France
LFRZ,Saint Nazaire/Montoir,France
LFSB,Bâle/Mulhouse (France - Suisse),France
LFSC,Colmar/Meyenheim,France
LFSD,Dijon/Longvic,France
LFSF,Metz/Frescaty,France
LFSI,Saint-Dizier/Robinson,France
LFSL,Toul/Rosières,France
LFSN,Nancy/Essey,France
LFSO,Nancy/Ochey,France
LFSR,Reims/Champagne (Rheims),France
LFST,Strasbourg/Entzheim,France
LFSX,Luxeuil/Saint Sauveur,France
LFTH,Hyeres/Le Palyvestre,France
LFTW,Nîmes/Garons,France
LFVP,Saint-Pierre,St. Pierre and Miquelon
LFVW,French Argos Global Processing Centre, Toulouse,France
LFVX,--,France
LGAD,Andravida,Greece
LGAT,Athinai,Greece
LGIR,Iraklion/Nikos Kazantzakis,Greece
LGTS,Thessaloniki,Greece
LGWA,Athinai,Greece
LHBM,--,Hungary
LIBA,Amendola (Mil),Italy
LIBC,Crotone (Mil),Italy
LIBD,Bari,Italy
LIBG,Grottaglie (Mil),Italy
LIBK,Caraffadi Catanzaro,Italy
LIBN,Lecce (Mil),Italy
LIBP,Pescara,Italy
LIBQ,Monte Scuro,Italy
LIBR,Brindisi/Casale,Italy
LIBV,Gioia del Colle (Mil),Italy
LICA,Lamezia/Terme,Italy
LICC,Catania (Catane),Italy
LICD,Lampedusa,Italy
LICG,Pantelleria,Italy
LICJ,Palermo/Punta Raisi,Italy
LICP,Palermo Boccadifalco (Palerme),Italy
LICR,Reggio Calabria,Italy
LICT,Trapani/Birgi,Italy
LICZ,Sigonella (Mil),Italy
LIEA,Alghero,Italy
LIED,Decimomannu (Mil),Italy
LIEE,Cagliari,Italy
LIEG,Guardiavecchia,Italy
LIEO,Olbia/Costa Smeralda,Italy
LIER,Asinara,Italy
LIES,Monte Serpeddí,Italy
LIEV,Olbia/Venafiorita,Italy
LIIB,Roma (MET COM Centre),Italy
LIMC,Milano/Malpensa,Italy
LIME,Bergamo/Orio al Serio,Italy
LIMF,Torino/Caselle (Turin),Italy
LIMG,Albenga,Italy
LIMH,Pian Rosá,Italy
LIMI,Colle del Gigante,Italy
LIMJ,Genova (Gêne-Genoa),Italy
LIMK,Torino/Bric della Croce,Italy
LIML,Milano/Linate,Italy
LIMM,Milano (COM Centre, ACC, City),Italy
LIMN,Cameri (Mil),Italy
LIMO,Monte Bisbino,Italy
LIMP,Parma,Italy
LIMQ,Govone,Italy
LIMR,Novi Ligure,Italy
LIMS,Piacenza/San Damiano (Mil),Italy
LIMT,Passo della Cisa,Italy
LIMU,Capo Mele,Italy
LIMV,Passo dei Giovi,Italy
LIMX,Monte Fraiteve,Italy
LIMY,Monte Malanotte,Italy
LIPA,Aviano (Mil),Italy
LIPB,Bolzano,Italy
LIPC,Cervia (Mil),Italy
LIPD,Udine,Italy
LIPE,Bologna (Bologne - Bolonia),Italy
LIPH,Treviso/S. Angelo (Trévise),Italy
LIPI,Rivolto (Mil),Italy
LIPK,Forli,Italy
LIPL,Ghedi (Mil),Italy
LIPP,Padova (Padou - Padua) (ACC, COM Centre),Italy
LIPQ,Ronchi dei Legionari,Italy
LIPR,Rimini (Mil),Italy
LIPS,Treviso/Istrana (Trévise) (Mil),Italy
LIPT,Vicenza (Mil),Italy
LIPU,Padova,Italy
LIPV,Venezia/San Nicolo,Italy
LIPX,Villafranca (Mil),Italy
LIPY,Ancona/Falconara,Italy
LIPZ,Venezia/Tessera,Italy
LIQE,Ancona,Italy
LIQN,Rieti,Italy
LIQO,Monte Argentario,Italy
LIQW,Sarzana/Luni,Italy
LIRA,Roma/Ciampino,Italy
LIRE,Pratica di Mare (Mil),Italy
LIRF,Roma/Fiumicino,Italy
LIRG,Guidonia (Mil),Italy
LIRH,Frosinone (Mil),Italy
LIRJ,Marina di Campo,Italy
LIRK,Monte Terminillo,Italy
LIRL,Latina (Mil),Italy
LIRM,Grazzanise (Mil),Italy
LIRN,Napoli/Capodichino (Naples-Napoles),Italy
LIRP,Pisa (Pise) (Mil),Italy
LIRQ,Firenze (Florence-Florencia),Italy
LIRS,Grosseto (Mil),Italy
LIRT,Trevico,Italy
LIRU,Roma/Urbe,Italy
LIRV,Viterbo (Mil),Italy
LIRZ,Perugia,Italy
LIVB,Passo del Brennero,Italy
LIVC,Monte Cimone,Italy
LIVD,Dobbiaco,Italy
LIVE,San Valentino alla Muta,Italy
LIVF,Frontone,Italy
LIVM,Marina di Ravenna,Italy
LIVO,Tarvisio,Italy
LIVP,Paganella,Italy
LIVR,Passo Rolle,Italy
LIVT,Trieste,Italy
LIVV,Monte Venda,Italy
LIWX,--,United States of America
LJCE,Cerklje,Slovenia
LJLJ,Ljubljana Brnik,Slovenia
LJLM,Ljubljana,Slovenia
LJMB,Maribor Aerodrome,Slovenia
LJPZ,Portoroz Aerodrome,Slovenia
LKCS,Ceske Budejovice,Czech Republic
LKCV,Caslav,Czech Republic
LKHO,Holesov,Czech Republic
LKKB,Kbely,Czech Republic
LKKV,Karlovy Vary,Czech Republic
LKLB,Liberec,Czech Republic
LKLN,Plzen/Line (MIL/CIV),Czech Republic
LKMR,Mariánské Lázne,Czech Republic
LKMT,Ostrava,Czech Republic
LKMW,MWO PRAHA (MIL),Czech Republic
LKNA,Namest,Czech Republic
LKPO,Prerov,Czech Republic
LKPR,Praha/Ruzyne,Czech Republic
LKPW,MWO Praha,Czech Republic
LKTB,Brno,Czech Republic
LLBD,Bet Dagan (MET Service),Israel
LLBG,Tel-Aviv/Ben Gurion Airport,Israel
LMML,Malta/Luqa,Malta
LMMM,Malta (ACC),Malta
LOAG,Krems-Lagenlois,Austria
LOAN,Wr. Neustadt/Ost,Austria
LOAT,Trausdorf,Austria
LOAV,Vöslau,Austria
LOGG,Punitz/Güssing,Austria
LOGK,Kapfenberg,Austria
LOIH,Hohenems/Dornbirn,Austria
LOIJ,St. Johann/Tirol,Austria
LOIR,Reutte/Höfen,Austria
LOLF,Freistadt-Flugfeld,Austria
LOLW,Wels,Austria
LOWG,Graz,Austria
LOWI,Innsbruck,Austria
LOWK,Klagenfurt,Austria
LOWL,Linz,Austria
LOWM,Wien (MET COM Centre),Austria
LOWS,Salzburg,Austria
LOWW,Wien/Schwechat,Austria
LOWZ,Zell/See,Austria
LOXA,Aigen/Ennstal (Mil),Austria
LOXN,Wiener Neustadt (Mil),Austria
LOXS,Schwaz (Tirol) (Mil HEL),Austria
LOXT,Langenlebarn (Mil),Austria
LOXZ,Zeltweg (Mil),Austria
LOYI,--,Austria
LOYZ,--,Austria
LPAZ,Santa Maria, Ilha de Santa Maria,Azores (Portugal)
LPFR,Faro,Portugal
LPFU,Funchal, Ilha da Madeira,Madeira (Portugal)
LPLA,Lajes, Ilha Terceira,Azores (Portugal)
LPMG,Lisboa (MET COM Centre),Portugal
LPPD,Ponta Delgada, Ilha de S. Miguel,Azores (Portugal)
LPPR,Porto (Oporto),Portugal
LPPS,Porto Santo, Ilha de Porto Santo,Madeira (Portugal)
LPPT,Lisboa, (Lisbon-Lisbonne),Portugal
LQSA,Sarajevo (ATC/AIS/MET/UNPROFOR),Bosnia and Herzegovina
LQSM,Sarajevo (NMC),Bosnia and Herzegovina
LRAR,Arad,Romania
LRBS,Bucaresti/Bàneasa (Bucarest-Bucharest),Romania
LRCK,Constanta/M. Kogàlniceanu,Romania
LRCL,Cluj/Someseni,Romania
LROP,Bucuresti/Otopeni,Romania
LRSB,Sibiu/Turnisor,Romania
LSGG,Genève/Cointrin (Geneva-Genf-Ginebra),Switzerland
LSSS,Zurich (COM Centre),Switzerland
LSSW,Zurich (MET COM Centre),Switzerland
LSZH,Zurich,Switzerland
LTAA,Ankara (Sehir-City),Turkey
LTAC,Ankara/Esenboga,Turkey
LTAD,Ankara/Etimesgut (Mil),Turkey
LTAE,Ankara/Mürted (Mil),Turkey
LTAF,Adana,Turkey
LTAG,Adana/Incirlik (Mil),Turkey
LTAI,Antalya,Turkey
LTAN,Konya (Mil),Turkey
LTAP,Merzifon (Mil),Turkey
LTAQ,Samsun,Turkey
LTAT,Malatya/Erhac (Mil),Turkey
LTAU,Kayseri/Erikilet (Mil),Turkey
LTBA,Istanbul/Yesilköy,Turkey
LTBE,Bursa,Turkey
LTBF,Balikesir (Mil),Turkey
LTBG,Bandirma (Mil),Turkey
LTBI,Eskisehir (Mil),Turkey
LTBJ,Izmir Adran Menderes,Turkey
LTBL,Izmir/Çigli (Civil/Mil),Turkey
LTCA,Elazig,Turkey
LTCC,Diyarbakir (Civil/Mil),Turkey
LTCE,Erzurum,Turkey
LTCG,Trabzon,Turkey
LUKK,Chisinau,Republic of Moldova
LWMO,WMO/OMM Secretariat,Switzerland
LXGB,Gibraltar/North Front,Gibraltar
LYBE,Beograd/Nikola Tesla,Serbia
LYBM,Beograd,Serbia
LYPG,Podgorica,Montenegro
